ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentCategory
685,86,14,22-03-2024,1,The color was different from what was shown.,Negative
686,31,17,09-05-2023,5,"I  love this product, will buy again!",Positive
687,86,17,16-07-2023,2,Not worth the money.,Negative
688,32,12,07-07-2025,4,Customer support was very helpful.,Positive
689,34,16,23-04-2025,4,Customer support was very helpful.,Positive
690,61,19,11-10-2023,4,Five stars for the quick delivery.,Positive
691,40,7,27-07-2024,3,Five stars for the quick delivery.,Neutral
692,64,10,22-12-2023,3,Not worth the  money.,Neutral
693,58,10,31-08-2023,5,The build quality is  impressive.,Positive
694,27,13,05-07-2024,3,"Average experience, nothing special.",Neutral
695,13,14,15-09-2023,4,Customer support  was very helpful.,Positive
696,48,11,07-10-2023,4,Five stars for the quick delivery.,Positive
697,13,7,21-09-2024,4,"Great purchase, very satisfied.",Positive
698,4,18,28-06-2023,3,"The product is okay, but the instructions were unclear.",Neutral
699,42,19,30-01-2023,3,Not worth the money.,Neutral
700,14,2,23-11-2023,4,"I  love this product, will buy again!",Positive
701,68,4,02-01-2023,5,Shipping was fast and the item was well-packaged.,Positive
702,92,3,06-02-2025,3,Not worth the money.,Neutral
703,3,16,17-04-2024,5,Five stars for the quick delivery.,Positive
704,8,20,26-09-2024,5,Exceeded my expectations!,Positive
705,88,11,25-05-2025,5,Exceeded  my expectations!,Positive
706,75,5,03-01-2024,5,Exceeded my  expectations!,Positive
707,96,16,08-08-2024,2,Not worth the money.,Negative
708,70,17,20-01-2024,5,The build quality is impressive.,Positive
709,1,16,25-02-2023,5,Customer support was very helpful.,Positive
710,88,7,26-09-2025,5,Customer support was very helpful.,Positive
711,39,12,07-12-2023,5,"Excellent  product, highly recommend!",Positive
712,53,17,17-09-2024,3,Not worth the money.,Neutral
713,55,12,12-12-2024,4,"I love this product, will buy again!",Positive
714,76,2,11-01-2023,4,"Good quality, but could be cheaper.",Positive
715,13,2,26-03-2024,4,"Great purchase, very satisfied.",Positive
716,64,2,12-08-2023,3,"Good quality, but could be cheaper.",Neutral
717,82,1,07-03-2025,5,Exceeded my expectations!,Positive
718,30,20,19-05-2023,1,"Terrible customer service, would not buy again.",Negative
719,24,4,03-12-2025,2,"The product is okay, but the instructions were unclear.",Negative
720,41,4,05-08-2025,5,Shipping was fast and the item was  well-packaged.,Positive
721,4,15,25-09-2024,2,Not  worth the money.,Negative
722,68,16,14-10-2025,4,The quality is top-notch.,Positive
723,84,7,22-11-2023,2,The product arrived late.,Negative
724,31,3,21-01-2024,4,Shipping was fast and the item was well-packaged.,Positive
725,13,6,30-09-2025,4,The quality is top-notch.,Positive
726,33,20,16-10-2024,5,Customer support was  very helpful.,Positive
727,39,1,24-09-2025,3,"Average experience, nothing special.",Neutral
728,30,1,23-08-2024,5,Customer support was very helpful.,Positive
729,99,9,17-03-2023,1,Not worth the money.,Negative
730,67,6,15-01-2025,4,The quality is  top-notch.,Positive
731,4,7,13-07-2023,5,The build  quality is impressive.,Positive
732,56,20,02-03-2025,4,"Excellent product, highly recommend!",Positive
733,75,13,07-11-2024,4,Customer support was very helpful.,Positive
734,63,2,10-03-2024,5,Five stars for the quick delivery.,Positive
735,22,15,02-03-2024,4,Customer support was very helpful.,Positive
736,72,6,17-10-2023,5,"Excellent product, highly recommend!",Positive
737,45,15,11-10-2023,3,Not worth the money.,Neutral
738,3,12,22-08-2025,4,"Good quality, but could be cheaper.",Positive
739,70,18,05-07-2023,3,"Average experience, nothing special.",Neutral
740,33,5,05-02-2025,2,"Good quality, but could be cheaper.",Negative
741,3,9,24-05-2025,3,Not  worth the money.,Neutral
742,84,7,03-03-2025,3,"Good quality, but could be cheaper.",Neutral
743,89,3,15-05-2023,3,Not worth the money.,Neutral
744,63,19,31-03-2023,3,Not worth the money.,Neutral
745,85,12,17-05-2024,5,Exceeded my expectations!,Positive
746,24,13,28-03-2024,5,"I love  this product, will buy again!",Positive
747,84,1,27-04-2023,5,"I love this product, will buy again!",Positive
748,100,13,15-09-2025,3,"Great purchase,  very satisfied.",Neutral
749,64,13,28-06-2025,2,Not worth the money.,Negative
750,3,5,20-06-2024,4,The  quality is top-notch.,Positive
751,58,17,11-07-2025,5,"I love this product, will buy again!",Positive
752,7,12,11-10-2024,1,Not worth the money.,Negative
753,94,4,29-01-2023,5,The build quality is impressive.,Positive
754,55,11,11-07-2025,4,The quality is top-notch.,Positive
755,27,15,31-03-2024,4,"Great purchase, very satisfied.",Positive
756,94,8,25-03-2025,4,"Good quality, but could be cheaper.",Positive
757,8,13,27-09-2023,4,Shipping was fast and the item was well-packaged.,Positive
758,53,1,23-05-2024,2,"Average experience, nothing  special.",Negative
759,21,16,13-12-2024,2,Product did not meet my expectations.,Negative
760,100,5,18-12-2025,3,Not  worth the money.,Neutral
761,49,16,17-03-2025,3,Customer support was very helpful.,Neutral
762,39,13,31-05-2025,4,Shipping was fast and the item was well-packaged.,Positive
763,54,16,16-08-2023,3,"The product is okay, but the instructions were unclear.",Neutral
764,84,11,08-07-2024,1,"Terrible customer service, would not buy again.",Negative
765,74,18,11-12-2024,1,Disappointed with the performance.,Negative
766,83,7,31-07-2025,4,Five stars for the quick delivery.,Positive
767,48,11,09-10-2023,5,Exceeded  my expectations!,Positive
768,24,16,18-02-2023,4,Shipping was fast and the item was well-packaged.,Positive
769,77,7,02-09-2024,5,"Excellent product,  highly recommend!",Positive
770,52,1,02-02-2025,4,Customer support was very helpful.,Positive
771,32,12,21-03-2025,4,"Good quality, but could be cheaper.",Positive
772,62,4,13-09-2023,4,Five  stars for the quick delivery.,Positive
773,17,14,21-06-2024,2,Disappointed with the performance.,Negative
774,46,6,10-12-2025,5,"Great purchase,  very satisfied.",Positive
775,13,16,31-08-2025,4,"Great purchase, very  satisfied.",Positive
776,17,13,12-01-2023,5,Customer support was very helpful.,Positive
777,81,6,14-02-2024,5,Five stars for the quick delivery.,Positive
778,97,7,11-06-2025,5,The quality is  top-notch.,Positive
779,66,17,25-05-2025,5,Five stars for the quick delivery.,Positive
780,83,1,23-10-2025,5,The build quality is impressive.,Positive
781,68,13,06-06-2024,5,Exceeded my expectations!,Positive
782,25,3,19-08-2024,5,Customer support was very helpful.,Positive
783,21,18,30-11-2024,5,The build quality is impressive.,Positive
784,22,16,09-12-2024,2,"The product is okay, but the instructions were unclear.",Negative
785,9,10,11-10-2025,4,"I love this product, will buy again!",Positive
786,37,13,29-07-2025,5,Five stars for the quick delivery.,Positive
787,59,5,08-08-2024,3,"Average experience, nothing special.",Neutral
788,83,15,16-05-2025,3,Customer support was  very helpful.,Neutral
789,7,17,08-04-2023,5,Amazing value for the price.,Positive
790,73,9,08-06-2024,4,Shipping was fast and the item was well-packaged.,Positive
791,11,18,27-06-2023,3,"Average experience, nothing  special.",Neutral
792,88,14,29-07-2023,3,"The product is  okay, but the instructions were unclear.",Neutral
793,53,7,21-05-2025,5,"I love this product, will buy again!",Positive
794,24,17,03-12-2024,5,"Excellent product, highly recommend!",Positive
795,4,14,16-12-2024,5,Customer support was very helpful.,Positive
796,27,17,27-02-2025,5,The build quality is impressive.,Positive
797,68,19,22-02-2025,5,The quality is  top-notch.,Positive
798,95,13,22-08-2023,2,"Average experience, nothing special.",Negative
799,96,9,17-07-2025,3,"Average experience, nothing special.",Neutral
800,74,8,23-05-2024,5,Five stars for the quick delivery.,Positive
801,36,10,09-01-2023,2,Not worth the money.,Negative
802,12,16,04-03-2023,5,Shipping was fast and the item was well-packaged.,Positive
803,6,11,22-09-2023,4,"I love this product, will buy again!",Positive
804,16,8,22-09-2025,3,"Good quality, but could be cheaper.",Neutral
805,76,20,28-10-2024,2,Not worth the money.,Negative
806,18,9,28-08-2023,5,The quality is top-notch.,Positive
807,68,8,06-03-2025,3,"The product is okay, but the instructions were unclear.",Neutral
808,49,6,12-12-2025,3,"Good quality, but could be  cheaper.",Neutral
809,37,17,20-08-2023,2,Product did not meet my  expectations.,Negative
810,56,2,24-06-2025,2,Disappointed with the performance.,Negative
811,10,2,28-01-2024,3,"The product is okay, but the instructions were unclear.",Neutral
812,80,20,19-04-2025,4,"I love this product, will  buy again!",Positive
813,58,15,28-03-2024,5,The quality is top-notch.,Positive
814,93,3,28-10-2024,3,Not worth the money.,Neutral
815,72,6,19-11-2025,1,I had a bad experience  with this product.,Negative
816,91,1,11-01-2024,4,"Great purchase,  very satisfied.",Positive
817,6,15,17-11-2024,3,Five stars for the quick delivery.,Neutral
818,55,20,11-12-2023,3,"Average experience, nothing  special.",Neutral
819,20,15,12-05-2024,4,Shipping was fast and the item  was well-packaged.,Positive
820,47,19,10-04-2023,3,Not worth the money.,Neutral
821,98,12,19-10-2025,3,"The product is okay, but the instructions were unclear.",Neutral
822,47,15,28-01-2023,4,"Great purchase, very satisfied.",Positive
823,59,14,29-09-2024,5,Five  stars for the quick delivery.,Positive
824,77,13,30-07-2024,3,"Good quality, but could be cheaper.",Neutral
825,21,18,10-01-2023,1,"Not satisfied, the product broke after a week.",Negative
826,8,11,29-10-2024,4,"Great purchase, very satisfied.",Positive
827,84,18,05-04-2025,5,Shipping was fast and the item was well-packaged.,Positive
828,53,20,28-02-2025,5,"I love this product, will buy again!",Positive
829,31,9,17-05-2023,4,"Great purchase, very satisfied.",Positive
830,61,19,23-07-2025,2,"Average experience, nothing  special.",Negative
831,48,17,30-08-2025,3,Not worth the money.,Neutral
832,44,17,23-04-2024,3,"Average experience, nothing special.",Neutral
833,31,18,29-08-2023,5,Exceeded my  expectations!,Positive
834,74,1,21-09-2025,2,"Average  experience, nothing special.",Negative
835,12,12,07-05-2024,5,Exceeded my expectations!,Positive
836,52,9,25-10-2023,1,Product did  not meet my expectations.,Negative
837,19,16,11-12-2023,5,Customer support was very helpful.,Positive
838,61,17,21-04-2024,5,Shipping was fast and the  item was well-packaged.,Positive
839,79,7,02-08-2024,4,Shipping  was fast and the item was well-packaged.,Positive
840,44,10,30-01-2023,4,The quality is top-notch.,Positive
841,88,10,25-08-2023,3,"The product is okay, but the instructions were unclear.",Neutral
842,70,17,03-10-2024,5,The build quality is impressive.,Positive
843,51,13,28-08-2025,2,Not worth  the money.,Negative
844,66,10,01-07-2023,4,"I love this product, will  buy again!",Positive
845,89,7,26-07-2023,3,"The product is okay, but the instructions were unclear.",Neutral
846,17,17,22-04-2024,4,The quality is top-notch.,Positive
847,6,5,29-05-2025,1,"Terrible customer service, would not buy again.",Negative
848,6,18,08-03-2023,1,The product stopped working after a month.,Negative
849,78,10,01-02-2025,2,"Good quality, but could be cheaper.",Negative
850,89,12,24-07-2023,4,The quality is top-notch.,Positive
851,31,12,29-11-2025,5,The quality is top-notch.,Positive
852,37,11,03-12-2024,4,Customer support was very helpful.,Positive
853,42,11,19-05-2023,3,"The product is okay, but  the instructions were unclear.",Neutral
854,7,5,09-06-2025,5,Shipping was fast  and the item was well-packaged.,Positive
855,2,7,08-01-2024,2,Not worth the money.,Negative
856,23,6,03-01-2023,5,Customer support was very helpful.,Positive
857,11,15,17-10-2023,4,"Great purchase, very satisfied.",Positive
858,92,17,05-05-2025,3,"Average experience, nothing special.",Neutral
859,6,19,25-06-2024,5,Amazing value for the price.,Positive
860,27,5,26-01-2025,3,Not worth  the money.,Neutral
861,70,8,18-04-2024,5,"I love this product, will buy again!",Positive
862,4,10,17-01-2025,2,Disappointed with the performance.,Negative
863,93,5,05-07-2025,3,"The product is okay, but the  instructions were unclear.",Neutral
864,85,1,16-01-2025,4,Customer support was very  helpful.,Positive
865,17,13,03-03-2025,4,"Good quality, but could be cheaper.",Positive
866,36,16,03-03-2025,5,Customer support was very helpful.,Positive
867,7,8,20-07-2023,1,"Terrible customer service, would not buy again.",Negative
868,10,14,01-11-2024,4,Customer support was very helpful.,Positive
869,18,3,02-02-2023,4,Five stars for the quick delivery.,Positive
870,19,2,19-03-2023,3,"Average experience, nothing special.",Neutral
871,3,5,20-03-2024,5,The  build quality is impressive.,Positive
872,96,3,14-04-2025,2,Product did  not meet my expectations.,Negative
873,82,15,21-06-2025,5,Shipping was fast and the item was well-packaged.,Positive
874,78,8,09-11-2025,4,The build quality is impressive.,Positive
875,44,20,27-11-2023,4,"Good quality, but could be cheaper.",Positive
876,10,19,19-06-2024,1,The product stopped working after a month.,Negative
877,78,14,28-08-2024,3,"The product is okay, but the instructions were unclear.",Neutral
878,24,10,26-05-2025,2,"Average experience, nothing special.",Negative
879,2,6,16-09-2023,4,"Great purchase, very satisfied.",Positive
880,29,13,31-07-2023,5,"Excellent product, highly recommend!",Positive
881,63,2,25-04-2023,4,"I love this product, will buy again!",Positive
882,6,7,08-10-2024,4,"Great purchase, very satisfied.",Positive
883,4,9,08-07-2023,4,"Great purchase, very satisfied.",Positive
884,24,2,08-11-2023,5,Amazing value for the price.,Positive
885,58,6,10-09-2024,5,Customer support was very helpful.,Positive
886,95,15,14-02-2025,5,Customer support was very helpful.,Positive
887,38,10,17-03-2025,2,"Average experience, nothing special.",Negative
888,83,4,05-01-2023,1,I had a bad experience with this product.,Negative
889,45,15,02-10-2024,4,"Great  purchase, very satisfied.",Positive
890,59,5,25-07-2024,1,Product did not meet my expectations.,Negative
891,48,9,26-02-2025,3,Not worth the money.,Neutral
892,27,4,01-08-2025,4,"Great purchase, very  satisfied.",Positive
893,51,3,06-02-2024,4,Customer support was very helpful.,Positive
894,82,4,23-06-2023,3,"The product is okay, but the instructions were unclear.",Neutral
895,38,4,28-10-2024,5,Exceeded my expectations!,Positive
896,40,20,17-10-2025,4,Five stars for the quick delivery.,Positive
897,48,5,05-01-2025,2,"The product is okay, but the instructions were unclear.",Negative
898,76,15,18-09-2023,5,Shipping was fast and the item was well-packaged.,Positive
899,89,9,02-01-2024,4,"Good quality, but could be cheaper.",Positive
900,10,5,04-04-2025,3,"The product is okay, but the instructions were  unclear.",Neutral
901,16,19,15-02-2023,4,The quality is top-notch.,Positive
902,75,13,02-07-2025,4,"Great purchase, very satisfied.",Positive
903,69,5,05-10-2025,4,Customer support  was very helpful.,Positive
904,68,9,24-12-2025,4,Five stars for the quick delivery.,Positive
905,82,4,05-05-2024,2,Not  worth the money.,Negative
906,92,17,27-02-2025,4,Five stars for the quick delivery.,Positive
907,67,3,21-10-2023,5,Customer support was very helpful.,Positive
908,37,9,28-03-2025,3,Not worth the money.,Neutral
909,59,7,08-09-2023,4,"I love this product, will buy again!",Positive
910,92,5,14-06-2023,4,The quality is top-notch.,Positive
911,93,6,27-06-2024,1,Product did  not meet my expectations.,Negative
912,100,2,27-10-2025,2,Disappointed with the performance.,Negative
913,64,5,06-09-2024,4,Customer support was very helpful.,Positive
914,81,19,04-03-2023,5,"Great  purchase, very satisfied.",Positive
915,55,5,21-12-2024,1,I had a bad experience with this product.,Negative
916,40,5,05-10-2024,2,Not worth the money.,Negative
917,44,20,17-05-2025,4,The quality is top-notch.,Positive
918,50,4,09-09-2024,3,"The product  is okay, but the instructions were unclear.",Neutral
919,37,18,14-02-2025,1,"Terrible customer service, would not buy again.",Negative
920,28,1,13-04-2025,4,Customer support was very helpful.,Positive
921,93,11,26-06-2023,5,"Great purchase, very satisfied.",Positive
922,92,4,22-07-2025,4,"Good quality, but could be cheaper.",Positive
923,3,20,07-02-2024,5,"Excellent product, highly  recommend!",Positive
924,62,19,20-12-2024,3,Customer support  was very helpful.,Neutral
925,2,20,10-02-2025,1,"Terrible customer service, would  not buy again.",Negative
926,86,12,17-06-2023,4,Five stars for the quick delivery.,Positive
927,21,4,08-08-2024,4,"Good quality, but could be cheaper.",Positive
928,10,9,25-05-2024,4,Customer support was very helpful.,Positive
929,47,5,09-10-2024,5,Amazing value for the price.,Positive
930,83,19,05-08-2024,4,Five stars for the quick delivery.,Positive
931,73,8,27-09-2023,5,"Excellent product, highly recommend!",Positive
932,11,20,26-08-2023,5,The build quality is impressive.,Positive
933,83,12,11-01-2023,3,Not worth the money.,Neutral
934,44,3,26-04-2023,5,"I love this  product, will buy again!",Positive
935,71,12,28-08-2025,5,"I love this product, will buy again!",Positive
936,99,15,23-09-2023,4,"Good quality, but could be cheaper.",Positive
937,96,9,08-06-2023,4,"Great purchase,  very satisfied.",Positive
938,29,12,08-07-2024,5,Shipping was fast and the item was well-packaged.,Positive
939,42,6,09-08-2024,5,Customer support was very helpful.,Positive
940,15,12,12-09-2025,4,"Great  purchase, very satisfied.",Positive
941,13,9,21-05-2023,4,Five stars for the quick delivery.,Positive
942,69,2,19-02-2023,5,"Excellent product, highly recommend!",Positive
943,70,19,15-04-2023,5,"Great purchase, very satisfied.",Positive
944,72,2,11-08-2024,4,The quality is top-notch.,Positive
945,46,5,05-12-2025,4,Shipping was fast and the item was well-packaged.,Positive
946,96,7,28-08-2023,2,Disappointed with the performance.,Negative
947,86,18,02-11-2025,2,"Average experience, nothing special.",Negative
948,29,10,22-01-2025,5,Shipping was fast  and the item was well-packaged.,Positive
949,55,15,25-08-2025,1,Product did  not meet my expectations.,Negative
950,96,9,09-02-2024,5,Customer support was very helpful.,Positive
951,80,15,11-07-2024,2,Not worth the money.,Negative
952,46,15,14-01-2025,5,Customer support was very helpful.,Positive
953,29,3,22-11-2025,4,Five stars for the quick delivery.,Positive
954,26,8,13-03-2025,5,Shipping  was fast and the item was well-packaged.,Positive
955,53,12,15-03-2023,4,"Great purchase, very satisfied.",Positive
956,33,2,26-10-2024,2,"Average experience, nothing special.",Negative
957,37,15,26-02-2024,4,"I love this product, will buy  again!",Positive
958,45,1,17-08-2023,1,Not worth the money.,Negative
959,85,9,01-01-2025,5,Amazing value for the price.,Positive
960,81,2,23-03-2024,4,Customer support was very helpful.,Positive
961,74,20,10-07-2024,5,"I love this  product, will buy again!",Positive
962,95,18,16-10-2024,4,"Good quality, but could be  cheaper.",Positive
963,36,6,17-11-2023,2,Product did not meet my expectations.,Negative
964,60,18,11-06-2024,4,"Great purchase,  very satisfied.",Positive
965,25,7,15-12-2024,5,"Excellent product, highly recommend!",Positive
966,21,6,30-09-2025,4,"Good quality, but could be cheaper.",Positive
967,94,12,22-04-2024,5,The build  quality is impressive.,Positive
968,46,14,07-08-2024,5,The quality is top-notch.,Positive
969,48,4,09-04-2023,3,"The product is okay, but the instructions were unclear.",Neutral
970,43,2,26-05-2024,3,Not worth the money.,Neutral
971,5,5,17-12-2024,4,The quality is top-notch.,Positive
972,18,19,01-08-2024,5,Exceeded  my expectations!,Positive
973,4,4,23-01-2024,4,"I love this product, will buy again!",Positive
974,13,6,01-03-2024,4,The quality is top-notch.,Positive
975,84,15,12-06-2023,3,Not worth the money.,Neutral
976,80,7,30-03-2023,4,Shipping was fast and the item  was well-packaged.,Positive
977,44,10,28-06-2023,3,"Good quality, but could  be cheaper.",Neutral
978,46,13,18-07-2025,5,Customer support was very helpful.,Positive
979,14,4,16-03-2024,4,"Good quality, but could be cheaper.",Positive
980,92,14,14-07-2023,2,"Average experience, nothing special.",Negative
981,48,10,13-05-2023,3,"The product is  okay, but the instructions were unclear.",Neutral
982,63,7,28-11-2023,4,"Great purchase, very satisfied.",Positive
983,31,19,28-05-2024,5,Customer support was very helpful.,Positive
984,88,11,23-08-2023,3,"The product is okay, but the  instructions were unclear.",Neutral
985,78,11,23-10-2025,2,Not worth the money.,Negative
986,20,7,30-11-2025,5,The build quality is impressive.,Positive
987,37,16,15-09-2024,4,"I love this product, will buy again!",Positive
988,14,14,06-04-2025,4,"I love this product, will buy again!",Positive
989,93,19,11-06-2023,4,"Great  purchase, very satisfied.",Positive
990,7,4,05-05-2023,4,Customer support was very helpful.,Positive
991,97,18,10-03-2025,4,Customer support was very helpful.,Positive
992,77,2,16-08-2023,3,Not worth the money.,Neutral
993,27,12,10-01-2025,2,"Good quality, but could be cheaper.",Negative
994,62,5,27-11-2025,5,Customer support was very helpful.,Positive
995,17,8,29-07-2025,3,"The product is okay, but the instructions were unclear.",Neutral
996,85,10,05-01-2025,5,Exceeded my expectations!,Positive
997,82,1,03-10-2023,4,"I love this product, will buy again!",Positive
998,34,11,18-05-2025,4,Five stars for the quick delivery.,Positive
999,37,8,28-05-2023,4,"I love this product, will buy again!",Positive
1000,86,12,17-11-2025,4,"Good quality, but could be cheaper.",Positive
1001,72,13,06-12-2023,3,"The product is okay, but the instructions were unclear.",Neutral
1002,25,15,15-05-2025,4,Five stars for the quick delivery.,Positive
1003,14,16,31-03-2025,5,Five stars for the quick delivery.,Positive
1004,53,10,14-01-2024,4,Customer support was very helpful.,Positive
1005,82,17,23-10-2024,4,"Good quality, but could be cheaper.",Positive
1006,87,2,14-06-2023,5,Exceeded my expectations!,Positive
1007,49,9,15-02-2024,5,Amazing value  for the price.,Positive
1008,60,13,05-09-2025,3,"Average experience, nothing special.",Neutral
1009,31,3,21-11-2025,2,"The product is okay, but the instructions were  unclear.",Negative
1010,3,3,17-05-2025,3,"Good quality, but could be cheaper.",Neutral
1011,80,19,11-10-2023,5,Shipping was fast and the item was well-packaged.,Positive
1012,26,3,25-02-2025,2,Not  worth the money.,Negative
1013,32,8,12-07-2025,4,"I love this product, will buy again!",Positive
1014,81,20,16-04-2023,4,Five stars for the quick delivery.,Positive
1015,25,2,05-03-2023,2,Not worth the money.,Negative
1016,30,16,27-08-2025,2,Product did not meet my expectations.,Negative
1017,84,13,26-05-2025,5,"Great purchase, very satisfied.",Positive
1018,44,20,29-07-2024,2,Not worth  the money.,Negative
1019,25,12,12-07-2023,4,Five stars for the quick delivery.,Positive
1020,100,5,02-09-2025,3,"Average experience, nothing special.",Neutral
1021,49,20,16-03-2024,4,"Great purchase, very satisfied.",Positive
1022,71,5,23-01-2025,3,Not  worth the money.,Neutral
1023,77,18,19-10-2023,4,Shipping was fast and the item was well-packaged.,Positive
